,direction,age,sex,year,estimate
2325,Departures,65-69 years,TOTAL,2003,1077
2326,Departures,65-69 years,TOTAL,2004,1091
2327,Departures,65-69 years,TOTAL,2005,1114
2328,Departures,65-69 years,TOTAL,2006,1082
2329,Departures,65-69 years,TOTAL,2007,1131
2330,Departures,65-69 years,TOTAL,2008,1138
2331,Departures,65-69 years,TOTAL,2009,1047
2332,Departures,65-69 years,TOTAL,2010,1145
2333,Departures,65-69 years,TOTAL,2011,1198
2334,Departures,65-69 years,TOTAL,2012,1197
2335,Departures,65-69 years,TOTAL,2013,1257
2336,Departures,65-69 years,TOTAL,2014,1248
2337,Departures,65-69 years,TOTAL,2015,1229
2338,Departures,65-69 years,TOTAL,2016,1315
2339,Departures,65-69 years,TOTAL,2017,1353
2340,Departures,65-69 years,TOTAL,2018,1530
2341,Departures,65-69 years,TOTAL,2019,1887
2342,Departures,65-69 years,TOTAL,2020,1394
2343,Departures,65-69 years,TOTAL,2021,2993
2344,Departures,65-69 years,TOTAL,2022,2818
2345,Departures,65-69 years,TOTAL,2023,3274
2346,Departures,70-74 years,Female,2001,357
2347,Departures,70-74 years,Female,2002,303
2348,Departures,70-74 years,Female,2003,322
2349,Departures,70-74 years,Female,2004,362
2350,Departures,70-74 years,Female,2005,338
2351,Departures,70-74 years,Female,2006,305
2352,Departures,70-74 years,Female,2007,353
2353,Departures,70-74 years,Female,2008,370
2354,Departures,70-74 years,Female,2009,355
2355,Departures,70-74 years,Female,2010,388
2356,Departures,70-74 years,Female,2011,367
2357,Departures,70-74 years,Female,2012,370
2358,Departures,70-74 years,Female,2013,344
2359,Departures,70-74 years,Female,2014,355
2360,Departures,70-74 years,Female,2015,347
2361,Departures,70-74 years,Female,2016,387
2362,Departures,70-74 years,Female,2017,424
2363,Departures,70-74 years,Female,2018,446
2364,Departures,70-74 years,Female,2019,627
2365,Departures,70-74 years,Female,2020,388
2366,Departures,70-74 years,Female,2021,945
2367,Departures,70-74 years,Female,2022,929
2368,Departures,70-74 years,Female,2023,1129
2369,Departures,70-74 years,Male,2001,339
2370,Departures,70-74 years,Male,2002,288
2371,Departures,70-74 years,Male,2003,335
2372,Departures,70-74 years,Male,2004,326
2373,Departures,70-74 years,Male,2005,329
2374,Departures,70-74 years,Male,2006,317
2375,Departures,70-74 years,Male,2007,327
2376,Departures,70-74 years,Male,2008,355
2377,Departures,70-74 years,Male,2009,307
2378,Departures,70-74 years,Male,2010,358
2379,Departures,70-74 years,Male,2011,370
2380,Departures,70-74 years,Male,2012,360
2381,Departures,70-74 years,Male,2013,334
2382,Departures,70-74 years,Male,2014,376
2383,Departures,70-74 years,Male,2015,358
2384,Departures,70-74 years,Male,2016,341
2385,Departures,70-74 years,Male,2017,389
2386,Departures,70-74 years,Male,2018,393
2387,Departures,70-74 years,Male,2019,528
2388,Departures,70-74 years,Male,2020,351
2389,Departures,70-74 years,Male,2021,863
2390,Departures,70-74 years,Male,2022,836
2391,Departures,70-74 years,Male,2023,1090
2392,Departures,70-74 years,TOTAL,2001,696
2393,Departures,70-74 years,TOTAL,2002,591
2394,Departures,70-74 years,TOTAL,2003,657
2395,Departures,70-74 years,TOTAL,2004,688
2396,Departures,70-74 years,TOTAL,2005,667
2397,Departures,70-74 years,TOTAL,2006,622
2398,Departures,70-74 years,TOTAL,2007,680
2399,Departures,70-74 years,TOTAL,2008,725
2400,Departures,70-74 years,TOTAL,2009,662
2401,Departures,70-74 years,TOTAL,2010,746
2402,Departures,70-74 years,TOTAL,2011,737
2403,Departures,70-74 years,TOTAL,2012,730
2404,Departures,70-74 years,TOTAL,2013,678
2405,Departures,70-74 years,TOTAL,2014,731
2406,Departures,70-74 years,TOTAL,2015,705
2407,Departures,70-74 years,TOTAL,2016,728
2408,Departures,70-74 years,TOTAL,2017,813
2409,Departures,70-74 years,TOTAL,2018,839
2410,Departures,70-74 years,TOTAL,2019,1155
2411,Departures,70-74 years,TOTAL,2020,739
2412,Departures,70-74 years,TOTAL,2021,1808
2413,Departures,70-74 years,TOTAL,2022,1765
2414,Departures,70-74 years,TOTAL,2023,2218
2415,Departures,75-79 years,Female,2001,207
2416,Departures,75-79 years,Female,2002,205
2417,Departures,75-79 years,Female,2003,226
2418,Departures,75-79 years,Female,2004,203
2419,Departures,75-79 years,Female,2005,198
2420,Departures,75-79 years,Female,2006,206
2421,Departures,75-79 years,Female,2007,225
2422,Departures,75-79 years,Female,2008,226
2423,Departures,75-79 years,Female,2009,199
2424,Departures,75-79 years,Female,2010,217
2425,Departures,75-79 years,Female,2011,225
2426,Departures,75-79 years,Female,2012,214
2427,Departures,75-79 years,Female,2013,247
2428,Departures,75-79 years,Female,2014,206
2429,Departures,75-79 years,Female,2015,223
2430,Departures,75-79 years,Female,2016,239
2431,Departures,75-79 years,Female,2017,262
2432,Departures,75-79 years,Female,2018,273
2433,Departures,75-79 years,Female,2019,367
2434,Departures,75-79 years,Female,2020,174
2435,Departures,75-79 years,Female,2021,462
2436,Departures,75-79 years,Female,2022,544
2437,Departures,75-79 years,Female,2023,602
2438,Departures,75-79 years,Male,2001,181
2439,Departures,75-79 years,Male,2002,175
2440,Departures,75-79 years,Male,2003,168
2441,Departures,75-79 years,Male,2004,194
2442,Departures,75-79 years,Male,2005,207
2443,Departures,75-79 years,Male,2006,161
2444,Departures,75-79 years,Male,2007,171
2445,Departures,75-79 years,Male,2008,191
2446,Departures,75-79 years,Male,2009,179
2447,Departures,75-79 years,Male,2010,176
2448,Departures,75-79 years,Male,2011,178
2449,Departures,75-79 years,Male,2012,198
2450,Departures,75-79 years,Male,2013,218
2451,Departures,75-79 years,Male,2014,180
2452,Departures,75-79 years,Male,2015,226
2453,Departures,75-79 years,Male,2016,218
2454,Departures,75-79 years,Male,2017,229
2455,Departures,75-79 years,Male,2018,236
2456,Departures,75-79 years,Male,2019,325
2457,Departures,75-79 years,Male,2020,148
2458,Departures,75-79 years,Male,2021,422
2459,Departures,75-79 years,Male,2022,469
2460,Departures,75-79 years,Male,2023,605
2461,Departures,75-79 years,TOTAL,2001,388
2462,Departures,75-79 years,TOTAL,2002,380
2463,Departures,75-79 years,TOTAL,2003,394
2464,Departures,75-79 years,TOTAL,2004,397
2465,Departures,75-79 years,TOTAL,2005,405
2466,Departures,75-79 years,TOTAL,2006,367
2467,Departures,75-79 years,TOTAL,2007,396
2468,Departures,75-79 years,TOTAL,2008,417
2469,Departures,75-79 years,TOTAL,2009,378
2470,Departures,75-79 years,TOTAL,2010,393
2471,Departures,75-79 years,TOTAL,2011,403
2472,Departures,75-79 years,TOTAL,2012,412
2473,Departures,75-79 years,TOTAL,2013,465
2474,Departures,75-79 years,TOTAL,2014,386
2475,Departures,75-79 years,TOTAL,2015,449
2476,Departures,75-79 years,TOTAL,2016,457
2477,Departures,75-79 years,TOTAL,2017,491
2478,Departures,75-79 years,TOTAL,2018,509
2479,Departures,75-79 years,TOTAL,2019,692
2480,Departures,75-79 years,TOTAL,2020,322
2481,Departures,75-79 years,TOTAL,2021,884
2482,Departures,75-79 years,TOTAL,2022,1013
2483,Departures,75-79 years,TOTAL,2023,1207
2484,Departures,80-84 years,Female,2001,93
2485,Departures,80-84 years,Female,2002,106
2486,Departures,80-84 years,Female,2003,112
2487,Departures,80-84 years,Female,2004,107
2488,Departures,80-84 years,Female,2005,117
2489,Departures,80-84 years,Female,2006,103
2490,Departures,80-84 years,Female,2007,103
2491,Departures,80-84 years,Female,2008,111
2492,Departures,80-84 years,Female,2009,144
2493,Departures,80-84 years,Female,2010,136
2494,Departures,80-84 years,Female,2011,140
2495,Departures,80-84 years,Female,2012,127
2496,Departures,80-84 years,Female,2013,125
2497,Departures,80-84 years,Female,2014,119
2498,Departures,80-84 years,Female,2015,115
2499,Departures,80-84 years,Female,2016,129
2500,Departures,80-84 years,Female,2017,131
2501,Departures,80-84 years,Female,2018,148
2502,Departures,80-84 years,Female,2019,207
2503,Departures,80-84 years,Female,2020,101
2504,Departures,80-84 years,Female,2021,239
2505,Departures,80-84 years,Female,2022,295
2506,Departures,80-84 years,Female,2023,319
2507,Departures,80-84 years,Male,2001,68
2508,Departures,80-84 years,Male,2002,90
2509,Departures,80-84 years,Male,2003,77
2510,Departures,80-84 years,Male,2004,91
2511,Departures,80-84 years,Male,2005,75
2512,Departures,80-84 years,Male,2006,71
2513,Departures,80-84 years,Male,2007,94
2514,Departures,80-84 years,Male,2008,115
2515,Departures,80-84 years,Male,2009,82
2516,Departures,80-84 years,Male,2010,108
2517,Departures,80-84 years,Male,2011,112
2518,Departures,80-84 years,Male,2012,94
2519,Departures,80-84 years,Male,2013,96
2520,Departures,80-84 years,Male,2014,87
2521,Departures,80-84 years,Male,2015,90
2522,Departures,80-84 years,Male,2016,116
2523,Departures,80-84 years,Male,2017,125
2524,Departures,80-84 years,Male,2018,139
2525,Departures,80-84 years,Male,2019,164
2526,Departures,80-84 years,Male,2020,79
2527,Departures,80-84 years,Male,2021,210
2528,Departures,80-84 years,Male,2022,221
2529,Departures,80-84 years,Male,2023,308
2530,Departures,80-84 years,TOTAL,2001,161
2531,Departures,80-84 years,TOTAL,2002,196
2532,Departures,80-84 years,TOTAL,2003,189
2533,Departures,80-84 years,TOTAL,2004,198
2534,Departures,80-84 years,TOTAL,2005,192
2535,Departures,80-84 years,TOTAL,2006,174
2536,Departures,80-84 years,TOTAL,2007,197
2537,Departures,80-84 years,TOTAL,2008,226
2538,Departures,80-84 years,TOTAL,2009,226
2539,Departures,80-84 years,TOTAL,2010,244
2540,Departures,80-84 years,TOTAL,2011,252
2541,Departures,80-84 years,TOTAL,2012,221
2542,Departures,80-84 years,TOTAL,2013,221
2543,Departures,80-84 years,TOTAL,2014,206
2544,Departures,80-84 years,TOTAL,2015,205
2545,Departures,80-84 years,TOTAL,2016,245
2546,Departures,80-84 years,TOTAL,2017,256
2547,Departures,80-84 years,TOTAL,2018,287
2548,Departures,80-84 years,TOTAL,2019,371
2549,Departures,80-84 years,TOTAL,2020,180
2550,Departures,80-84 years,TOTAL,2021,449
2551,Departures,80-84 years,TOTAL,2022,516
2552,Departures,80-84 years,TOTAL,2023,626
2553,Departures,85-89 years,Female,2001,47
2554,Departures,85-89 years,Female,2002,46
2555,Departures,85-89 years,Female,2003,53
2556,Departures,85-89 years,Female,2004,56
2557,Departures,85-89 years,Female,2005,59
2558,Departures,85-89 years,Female,2006,62
2559,Departures,85-89 years,Female,2007,53
2560,Departures,85-89 years,Female,2008,43
2561,Departures,85-89 years,Female,2009,46
2562,Departures,85-89 years,Female,2010,61
2563,Departures,85-89 years,Female,2011,85
2564,Departures,85-89 years,Female,2012,60
2565,Departures,85-89 years,Female,2013,67
2566,Departures,85-89 years,Female,2014,46
2567,Departures,85-89 years,Female,2015,45
2568,Departures,85-89 years,Female,2016,69
2569,Departures,85-89 years,Female,2017,66
2570,Departures,85-89 years,Female,2018,69
2571,Departures,85-89 years,Female,2019,72
2572,Departures,85-89 years,Female,2020,53
2573,Departures,85-89 years,Female,2021,82
2574,Departures,85-89 years,Female,2022,138
2575,Departures,85-89 years,Female,2023,154
2576,Departures,85-89 years,Male,2001,32
2577,Departures,85-89 years,Male,2002,16
2578,Departures,85-89 years,Male,2003,26
2579,Departures,85-89 years,Male,2004,27
2580,Departures,85-89 years,Male,2005,32
2581,Departures,85-89 years,Male,2006,31
2582,Departures,85-89 years,Male,2007,27
2583,Departures,85-89 years,Male,2008,34
2584,Departures,85-89 years,Male,2009,35
2585,Departures,85-89 years,Male,2010,44
2586,Departures,85-89 years,Male,2011,41
2587,Departures,85-89 years,Male,2012,35
2588,Departures,85-89 years,Male,2013,39
2589,Departures,85-89 years,Male,2014,52
2590,Departures,85-89 years,Male,2015,44
2591,Departures,85-89 years,Male,2016,35
2592,Departures,85-89 years,Male,2017,45
2593,Departures,85-89 years,Male,2018,59
2594,Departures,85-89 years,Male,2019,56
2595,Departures,85-89 years,Male,2020,32
2596,Departures,85-89 years,Male,2021,73
2597,Departures,85-89 years,Male,2022,113
2598,Departures,85-89 years,Male,2023,140
2599,Departures,85-89 years,TOTAL,2001,79
2600,Departures,85-89 years,TOTAL,2002,62
2601,Departures,85-89 years,TOTAL,2003,79
2602,Departures,85-89 years,TOTAL,2004,83
2603,Departures,85-89 years,TOTAL,2005,91
2604,Departures,85-89 years,TOTAL,2006,93
2605,Departures,85-89 years,TOTAL,2007,80
2606,Departures,85-89 years,TOTAL,2008,77
2607,Departures,85-89 years,TOTAL,2009,81
2608,Departures,85-89 years,TOTAL,2010,105
2609,Departures,85-89 years,TOTAL,2011,126
2610,Departures,85-89 years,TOTAL,2012,95
2611,Departures,85-89 years,TOTAL,2013,106
2612,Departures,85-89 years,TOTAL,2014,98
2613,Departures,85-89 years,TOTAL,2015,89
2614,Departures,85-89 years,TOTAL,2016,104
2615,Departures,85-89 years,TOTAL,2017,111
2616,Departures,85-89 years,TOTAL,2018,128
2617,Departures,85-89 years,TOTAL,2019,128
2618,Departures,85-89 years,TOTAL,2020,85
2619,Departures,85-89 years,TOTAL,2021,155
2620,Departures,85-89 years,TOTAL,2022,251
2621,Departures,85-89 years,TOTAL,2023,295
2622,Departures,90+ years,Female,2001,27
2623,Departures,90+ years,Female,2002,26
2624,Departures,90+ years,Female,2003,29
2625,Departures,90+ years,Female,2004,27
2626,Departures,90+ years,Female,2005,15
2627,Departures,90+ years,Female,2006,23
2628,Departures,90+ years,Female,2007,20
2629,Departures,90+ years,Female,2008,28
2630,Departures,90+ years,Female,2009,15
2631,Departures,90+ years,Female,2010,20
2632,Departures,90+ years,Female,2011,21
2633,Departures,90+ years,Female,2012,27
2634,Departures,90+ years,Female,2013,18
2635,Departures,90+ years,Female,2014,15
2636,Departures,90+ years,Female,2015,25
2637,Departures,90+ years,Female,2016,21
2638,Departures,90+ years,Female,2017,23
2639,Departures,90+ years,Female,2018,21
2640,Departures,90+ years,Female,2019,32
2641,Departures,90+ years,Female,2020,16
2642,Departures,90+ years,Female,2021,27
2643,Departures,90+ years,Female,2022,65
2644,Departures,90+ years,Female,2023,41
2645,Departures,90+ years,Male,2001,13
2646,Departures,90+ years,Male,2002,19
2647,Departures,90+ years,Male,2003,14
2648,Departures,90+ years,Male,2004,12
2649,Departures,90+ years,Male,2005,18
2650,Departures,90+ years,Male,2006,13
2651,Departures,90+ years,Male,2007,14
2652,Departures,90+ years,Male,2008,15
2653,Departures,90+ years,Male,2009,7
2654,Departures,90+ years,Male,2010,13
2655,Departures,90+ years,Male,2011,12
2656,Departures,90+ years,Male,2012,10
2657,Departures,90+ years,Male,2013,17
2658,Departures,90+ years,Male,2014,18
2659,Departures,90+ years,Male,2015,15
2660,Departures,90+ years,Male,2016,7
2661,Departures,90+ years,Male,2017,12
2662,Departures,90+ years,Male,2018,14
2663,Departures,90+ years,Male,2019,26
2664,Departures,90+ years,Male,2020,13
2665,Departures,90+ years,Male,2021,22
2666,Departures,90+ years,Male,2022,23
2667,Departures,90+ years,Male,2023,34
2668,Departures,90+ years,TOTAL,2001,40
2669,Departures,90+ years,TOTAL,2002,45
2670,Departures,90+ years,TOTAL,2003,43
2671,Departures,90+ years,TOTAL,2004,39
2672,Departures,90+ years,TOTAL,2005,33
2673,Departures,90+ years,TOTAL,2006,36
2674,Departures,90+ years,TOTAL,2007,34
2675,Departures,90+ years,TOTAL,2008,43
2676,Departures,90+ years,TOTAL,2009,22
2677,Departures,90+ years,TOTAL,2010,33
2678,Departures,90+ years,TOTAL,2011,33
2679,Departures,90+ years,TOTAL,2012,37
2680,Departures,90+ years,TOTAL,2013,35
2681,Departures,90+ years,TOTAL,2014,33
2682,Departures,90+ years,TOTAL,2015,40
2683,Departures,90+ years,TOTAL,2016,28
2684,Departures,90+ years,TOTAL,2017,35
2685,Departures,90+ years,TOTAL,2018,35
2686,Departures,90+ years,TOTAL,2019,58
2687,Departures,90+ years,TOTAL,2020,29
2688,Departures,90+ years,TOTAL,2021,49
2689,Departures,90+ years,TOTAL,2022,86
2690,Departures,90+ years,TOTAL,2023,75
2691,Departures,TOTAL,Female,2001,40936
2692,Departures,TOTAL,Female,2002,35591
2693,Departures,TOTAL,Female,2003,38183
2694,Departures,TOTAL,Female,2004,42853
2695,Departures,TOTAL,Female,2005,44611
2696,Departures,TOTAL,Female,2006,45053
2697,Departures,TOTAL,Female,2007,49110
2698,Departures,TOTAL,Female,2008,51571
2699,Departures,TOTAL,Female,2009,43147
2700,Departures,TOTAL,Female,2010,47775
2701,Departures,TOTAL,Female,2011,55386
2702,Departures,TOTAL,Female,2012,53837
2703,Departures,TOTAL,Female,2013,45663
2704,Departures,TOTAL,Female,2014,39479
2705,Departures,TOTAL,Female,2015,39050
2706,Departures,TOTAL,Female,2016,39098
2707,Departures,TOTAL,Female,2017,41669
2708,Departures,TOTAL,Female,2018,43237
2709,Departures,TOTAL,Female,2019,45678
2710,Departures,TOTAL,Female,2020,25841
2711,Departures,TOTAL,Female,2021,34224
2712,Departures,TOTAL,Female,2022,46667
2713,Departures,TOTAL,Female,2023,46028
2714,Departures,TOTAL,Male,2001,43396
2715,Departures,TOTAL,Male,2002,37664
2716,Departures,TOTAL,Male,2003,40992
2717,Departures,TOTAL,Male,2004,46503
2718,Departures,TOTAL,Male,2005,48105
2719,Departures,TOTAL,Male,2006,48921
2720,Departures,TOTAL,Male,2007,53303
2721,Departures,TOTAL,Male,2008,56152
2722,Departures,TOTAL,Male,2009,46849
2723,Departures,TOTAL,Male,2010,53001
2724,Departures,TOTAL,Male,2011,60964
2725,Departures,TOTAL,Male,2012,58333
2726,Departures,TOTAL,Male,2013,47328
2727,Departures,TOTAL,Male,2014,41288
2728,Departures,TOTAL,Male,2015,41266
2729,Departures,TOTAL,Male,2016,41137
2730,Departures,TOTAL,Male,2017,45153
2731,Departures,TOTAL,Male,2018,46210
2732,Departures,TOTAL,Male,2019,47476
2733,Departures,TOTAL,Male,2020,28759
2734,Departures,TOTAL,Male,2021,36185
2735,Departures,TOTAL,Male,2022,48391
2736,Departures,TOTAL,Male,2023,47264
2737,Departures,TOTAL,TOTAL,2001,84332
2738,Departures,TOTAL,TOTAL,2002,73255
2739,Departures,TOTAL,TOTAL,2003,79175
2740,Departures,TOTAL,TOTAL,2004,89356
2741,Departures,TOTAL,TOTAL,2005,92716
2742,Departures,TOTAL,TOTAL,2006,93974
2743,Departures,TOTAL,TOTAL,2007,102413
2744,Departures,TOTAL,TOTAL,2008,107723
2745,Departures,TOTAL,TOTAL,2009,89996
2746,Departures,TOTAL,TOTAL,2010,100776
2747,Departures,TOTAL,TOTAL,2011,116350
2748,Departures,TOTAL,TOTAL,2012,112170
2749,Departures,TOTAL,TOTAL,2013,92991
2750,Departures,TOTAL,TOTAL,2014,80767
2751,Departures,TOTAL,TOTAL,2015,80316
2752,Departures,TOTAL,TOTAL,2016,80235
2753,Departures,TOTAL,TOTAL,2017,86822
2754,Departures,TOTAL,TOTAL,2018,89447
2755,Departures,TOTAL,TOTAL,2019,93154
2756,Departures,TOTAL,TOTAL,2020,54600
2757,Departures,TOTAL,TOTAL,2021,70409
2758,Departures,TOTAL,TOTAL,2022,95056
2759,Departures,TOTAL,TOTAL,2023,93290
2760,Net,0-4 years,Female,2001,352
2761,Net,0-4 years,Female,2002,1285
2762,Net,0-4 years,Female,2003,1026
2763,Net,0-4 years,Female,2004,424
2764,Net,0-4 years,Female,2005,253
2765,Net,0-4 years,Female,2006,586
2766,Net,0-4 years,Female,2007,259
2767,Net,0-4 years,Female,2008,162
2768,Net,0-4 years,Female,2009,459
2769,Net,0-4 years,Female,2010,-370
2770,Net,0-4 years,Female,2011,-1114
2771,Net,0-4 years,Female,2012,-1025
2772,Net,0-4 years,Female,2013,154
2773,Net,0-4 years,Female,2014,1220
2774,Net,0-4 years,Female,2015,1674
2775,Net,0-4 years,Female,2016,2135
2776,Net,0-4 years,Female,2017,1898
2777,Net,0-4 years,Female,2018,1601
2778,Net,0-4 years,Female,2019,1886
2779,Net,0-4 years,Female,2020,1340
2780,Net,0-4 years,Female,2021,621
2781,Net,0-4 years,Female,2022,872
2782,Net,0-4 years,Female,2023,1838
2783,Net,0-4 years,Male,2001,373
2784,Net,0-4 years,Male,2002,1231
2785,Net,0-4 years,Male,2003,1138
2786,Net,0-4 years,Male,2004,445
2787,Net,0-4 years,Male,2005,469
2788,Net,0-4 years,Male,2006,504
2789,Net,0-4 years,Male,2007,311
2790,Net,0-4 years,Male,2008,333
2791,Net,0-4 years,Male,2009,581
2792,Net,0-4 years,Male,2010,-462
2793,Net,0-4 years,Male,2011,-1233
2794,Net,0-4 years,Male,2012,-780
2795,Net,0-4 years,Male,2013,210
2796,Net,0-4 years,Male,2014,1332
2797,Net,0-4 years,Male,2015,1689
2798,Net,0-4 years,Male,2016,2228
2799,Net,0-4 years,Male,2017,2064
2800,Net,0-4 years,Male,2018,1906
2801,Net,0-4 years,Male,2019,2087
2802,Net,0-4 years,Male,2020,1542
2803,Net,0-4 years,Male,2021,508
2804,Net,0-4 years,Male,2022,885
2805,Net,0-4 years,Male,2023,1927
2806,Net,0-4 years,TOTAL,2001,725
2807,Net,0-4 years,TOTAL,2002,2516
2808,Net,0-4 years,TOTAL,2003,2164
2809,Net,0-4 years,TOTAL,2004,869
2810,Net,0-4 years,TOTAL,2005,722
2811,Net,0-4 years,TOTAL,2006,1090
2812,Net,0-4 years,TOTAL,2007,570
2813,Net,0-4 years,TOTAL,2008,495
2814,Net,0-4 years,TOTAL,2009,1040
2815,Net,0-4 years,TOTAL,2010,-832
2816,Net,0-4 years,TOTAL,2011,-2347
2817,Net,0-4 years,TOTAL,2012,-1805
2818,Net,0-4 years,TOTAL,2013,364
2819,Net,0-4 years,TOTAL,2014,2552
2820,Net,0-4 years,TOTAL,2015,3363
2821,Net,0-4 years,TOTAL,2016,4363
2822,Net,0-4 years,TOTAL,2017,3962
2823,Net,0-4 years,TOTAL,2018,3507
2824,Net,0-4 years,TOTAL,2019,3973
2825,Net,0-4 years,TOTAL,2020,2882
2826,Net,0-4 years,TOTAL,2021,1129
2827,Net,0-4 years,TOTAL,2022,1756
2828,Net,0-4 years,TOTAL,2023,3761
2829,Net,10-14 years,Female,2001,1615
2830,Net,10-14 years,Female,2002,2581
2831,Net,10-14 years,Female,2003,1787
2832,Net,10-14 years,Female,2004,584
2833,Net,10-14 years,Female,2005,802
2834,Net,10-14 years,Female,2006,1058
2835,Net,10-14 years,Female,2007,720
2836,Net,10-14 years,Female,2008,590
2837,Net,10-14 years,Female,2009,866
2838,Net,10-14 years,Female,2010,232
2839,Net,10-14 years,Female,2011,-332
2840,Net,10-14 years,Female,2012,-379
2841,Net,10-14 years,Female,2013,143
2842,Net,10-14 years,Female,2014,1003
2843,Net,10-14 years,Female,2015,1314
2844,Net,10-14 years,Female,2016,1784
2845,Net,10-14 years,Female,2017,1802
2846,Net,10-14 years,Female,2018,1587
2847,Net,10-14 years,Female,2019,2081
2848,Net,10-14 years,Female,2020,1206
2849,Net,10-14 years,Female,2021,220
2850,Net,10-14 years,Female,2022,1280
2851,Net,10-14 years,Female,2023,3173
2852,Net,10-14 years,Male,2001,1853
2853,Net,10-14 years,Male,2002,2875
2854,Net,10-14 years,Male,2003,1872
2855,Net,10-14 years,Male,2004,839
2856,Net,10-14 years,Male,2005,636
2857,Net,10-14 years,Male,2006,1247
2858,Net,10-14 years,Male,2007,771
2859,Net,10-14 years,Male,2008,573
2860,Net,10-14 years,Male,2009,853
2861,Net,10-14 years,Male,2010,285
2862,Net,10-14 years,Male,2011,-446
2863,Net,10-14 years,Male,2012,-234
2864,Net,10-14 years,Male,2013,188
2865,Net,10-14 years,Male,2014,985
2866,Net,10-14 years,Male,2015,1491
2867,Net,10-14 years,Male,2016,1956
2868,Net,10-14 years,Male,2017,1895
2869,Net,10-14 years,Male,2018,1797
2870,Net,10-14 years,Male,2019,2164
2871,Net,10-14 years,Male,2020,1269
2872,Net,10-14 years,Male,2021,333
2873,Net,10-14 years,Male,2022,1297
2874,Net,10-14 years,Male,2023,3345
2875,Net,10-14 years,TOTAL,2001,3468
2876,Net,10-14 years,TOTAL,2002,5456
2877,Net,10-14 years,TOTAL,2003,3659
2878,Net,10-14 years,TOTAL,2004,1423
2879,Net,10-14 years,TOTAL,2005,1438
2880,Net,10-14 years,TOTAL,2006,2305
2881,Net,10-14 years,TOTAL,2007,1491
2882,Net,10-14 years,TOTAL,2008,1163
2883,Net,10-14 years,TOTAL,2009,1719
2884,Net,10-14 years,TOTAL,2010,517
2885,Net,10-14 years,TOTAL,2011,-778
2886,Net,10-14 years,TOTAL,2012,-613
2887,Net,10-14 years,TOTAL,2013,331
2888,Net,10-14 years,TOTAL,2014,1988
2889,Net,10-14 years,TOTAL,2015,2805
2890,Net,10-14 years,TOTAL,2016,3740
2891,Net,10-14 years,TOTAL,2017,3697
2892,Net,10-14 years,TOTAL,2018,3384
2893,Net,10-14 years,TOTAL,2019,4245
2894,Net,10-14 years,TOTAL,2020,2475
2895,Net,10-14 years,TOTAL,2021,553
2896,Net,10-14 years,TOTAL,2022,2576
2897,Net,10-14 years,TOTAL,2023,6516
2898,Net,15-19 years,Female,2001,4392
2899,Net,15-19 years,Female,2002,5657
2900,Net,15-19 years,Female,2003,3024
2901,Net,15-19 years,Female,2004,1019
2902,Net,15-19 years,Female,2005,758
2903,Net,15-19 years,Female,2006,821
2904,Net,15-19 years,Female,2007,900
2905,Net,15-19 years,Female,2008,1193
2906,Net,15-19 years,Female,2009,1623
2907,Net,15-19 years,Female,2010,1001
2908,Net,15-19 years,Female,2011,262
2909,Net,15-19 years,Female,2012,102
2910,Net,15-19 years,Female,2013,967
2911,Net,15-19 years,Female,2014,2067
2912,Net,15-19 years,Female,2015,2446
2913,Net,15-19 years,Female,2016,2506
2914,Net,15-19 years,Female,2017,2232
2915,Net,15-19 years,Female,2018,1753
2916,Net,15-19 years,Female,2019,1829
2917,Net,15-19 years,Female,2020,973
2918,Net,15-19 years,Female,2021,-591
2919,Net,15-19 years,Female,2022,759
2920,Net,15-19 years,Female,2023,3240
2921,Net,15-19 years,Male,2001,4997
2922,Net,15-19 years,Male,2002,6808
2923,Net,15-19 years,Male,2003,3192
2924,Net,15-19 years,Male,2004,810
2925,Net,15-19 years,Male,2005,577
2926,Net,15-19 years,Male,2006,951
2927,Net,15-19 years,Male,2007,1119
2928,Net,15-19 years,Male,2008,1798
2929,Net,15-19 years,Male,2009,2163
2930,Net,15-19 years,Male,2010,1960
2931,Net,15-19 years,Male,2011,1072
2932,Net,15-19 years,Male,2012,865
2933,Net,15-19 years,Male,2013,2035
2934,Net,15-19 years,Male,2014,3918
2935,Net,15-19 years,Male,2015,3743
2936,Net,15-19 years,Male,2016,3501
2937,Net,15-19 years,Male,2017,2788
2938,Net,15-19 years,Male,2018,2113
2939,Net,15-19 years,Male,2019,2280
2940,Net,15-19 years,Male,2020,1164
2941,Net,15-19 years,Male,2021,-596
2942,Net,15-19 years,Male,2022,764
2943,Net,15-19 years,Male,2023,3461
2944,Net,15-19 years,TOTAL,2001,9389
2945,Net,15-19 years,TOTAL,2002,12465
2946,Net,15-19 years,TOTAL,2003,6216
2947,Net,15-19 years,TOTAL,2004,1829
2948,Net,15-19 years,TOTAL,2005,1335
2949,Net,15-19 years,TOTAL,2006,1772
2950,Net,15-19 years,TOTAL,2007,2019
2951,Net,15-19 years,TOTAL,2008,2991
2952,Net,15-19 years,TOTAL,2009,3786
2953,Net,15-19 years,TOTAL,2010,2961
2954,Net,15-19 years,TOTAL,2011,1334
2955,Net,15-19 years,TOTAL,2012,967
2956,Net,15-19 years,TOTAL,2013,3002
2957,Net,15-19 years,TOTAL,2014,5985
2958,Net,15-19 years,TOTAL,2015,6189
2959,Net,15-19 years,TOTAL,2016,6007
